InvoiceID,FailedFields,ModifiedFields,Provider_Clean,InvoiceAmount_Clean,InvoiceDate_Clean,ContractTitle_Clean,ContractNumber_Clean
INV23084,['ContractNumber'],"['InvoiceDate', 'ContractTitle']",Reino International Pty Ltd T/A Duncan Solutions,31012.19,2029-03-29,Parking technology services,3623
INV23085,['ContractNumber'],"['Provider', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,59361.34,2029-06-17,Parking technology services,3623
INV23086,['ContractNumber'],"['Provider', 'InvoiceDate']",Nationwide Towing Services,138432.25,2026-05-02,Vehicle tow away and impound services,3585
INV23087,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Spotless Facility Services Pty Ltd,200000.0,2027-10-20,Street cleaning,3669
INV23088,['ContractNumber'],"['Provider', 'InvoiceAmount']",Cleanaway Waste Management Limited,200000.0,2026-04-10,Waste management services,3556
INV23089,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,200000.0,2028-06-13,Civil infrastructure services,3665
INV23090,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,107959.4,2029-02-18,Management of Active Melbourne recreation facilities,3615
INV23091,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,100000.0,2029-08-20,Open spaces management - region 1,3676
INV23092,['ContractNumber'],['InvoiceDate'],SERCO,235611.45,2028-03-05,Open spaces management - region 2,3677
INV23093,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Cleanaway Waste Management Limited,164393.64,2027-11-02,Waste management services,3556
INV23094,"['InvoiceDate', 'ContractNumber']","['Provider', 'InvoiceAmount', 'ContractTitle']",Reino International Pty Ltd T/A Duncan Solutions,200000.0,,Parking technology services,3623
INV23095,['ContractNumber'],"['Provider', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,4186.5,2027-08-10,Management of Active Melbourne recreation facilities,3615
INV23096,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,76683.82,2027-08-03,Civil infrastructure services,3665
INV23097,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,80124.71,2026-01-20,Building cleaning services,3634
INV23098,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Programmed Facility Management Pty Ltd,181715.93,2027-04-06,Building maintenance services,3630
INV23099,['ContractNumber'],['InvoiceAmount'],SERCO,233480.41,2026-01-14,Open spaces management - region 2,3677
INV23100,['ContractNumber'],"['Provider', 'InvoiceAmount']",SERCO,178886.24,2026-03-20,Open spaces management - region 2,3677
INV23101,['ContractNumber'],"['Provider', 'InvoiceAmount']",Menzies International (Aust) Pty Ltd,14077.07,2029-05-04,Building cleaning services,3634
INV23102,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,198358.3,2026-08-14,Building cleaning services,3634
INV23103,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,175630.65,2025-03-04,Civil infrastructure services,3665
INV23104,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Showtime Event Group Pty Ltd,69058.11,2029-06-25,Melbourne Town Hall venue management,3670
INV23105,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,50483.19,2025-09-18,Civil infrastructure services,3665
INV23106,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Nationwide Towing Services,98150.37,2027-01-10,Vehicle tow away and impound services,3585
INV23107,['ContractNumber'],['InvoiceDate'],Citywide Service Solutions Pty Ltd,28049.68,2028-06-24,Civil infrastructure services,3665
INV23108,['ContractNumber'],['InvoiceDate'],SERCO,71484.86,2026-12-11,Open spaces management - region 2,3677
INV23109,['ContractNumber'],"['Provider', 'InvoiceDate']",Showtime Event Group Pty Ltd,223107.19,2028-05-21,Melbourne Town Hall venue management,3670
INV23110,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Nationwide Towing Services,100000.0,2027-05-20,Vehicle tow away and impound services,3585
INV23111,['ContractNumber'],"['Provider', 'InvoiceDate']",Cleanaway Waste Management Limited,165552.39,2029-02-19,Waste management services,3556
INV23112,['ContractNumber'],['InvoiceDate'],Citywide Service Solutions Pty Ltd,30758.55,2027-08-16,Open spaces management - region 1,3676
INV23113,['ContractNumber'],"['Provider', 'InvoiceDate']",National Protective Services Pty Ltd,100488.68,2025-11-09,Integrated security services,3686
INV23114,['ContractNumber'],"['Provider', 'InvoiceDate']",Calcorp Services Pty Ltd,184397.33,2028-01-31,Graffiti management and pressure cleaning services,3668
INV23115,['ContractNumber'],"['Provider', 'InvoiceDate']",Showtime Event Group Pty Ltd,137845.31,2028-06-08,Melbourne Town Hall venue management,3670
INV23116,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,100000.0,2028-01-21,Tree management maintenance services,3678
INV23117,['ContractNumber'],['InvoiceAmount'],SERCO,44985.59,2029-02-27,Open spaces management - region 2,3677
INV23118,['ContractNumber'],[],SERCO,227511.82,2026-07-07,Open spaces management - region 2,3677
INV23119,['ContractNumber'],"['Provider', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,210221.99,2026-04-07,Management of Active Melbourne recreation facilities,3615
INV23120,['ContractNumber'],"['Provider', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,28478.92,2027-10-15,Building cleaning services,3634
INV23121,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,35030.38,2029-01-12,Open spaces management - region 1,3676
INV23122,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Nationwide Towing Services,200000.0,2026-01-30,Vehicle tow away and impound services,3585
INV23123,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,55448.07,2027-03-29,Civil infrastructure services,3665
INV23124,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",SERCO,218044.28,2028-10-20,Open spaces management - region 2,3677
INV23125,['ContractNumber'],"['Provider', 'InvoiceAmount']",Reino International Pty Ltd T/A Duncan Solutions,172343.22,2029-01-14,Parking technology services,3623
INV23126,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Calcorp Services Pty Ltd,87284.01,2026-06-27,Graffiti management and pressure cleaning services,3668
INV23127,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,192700.44,2028-03-09,Civil infrastructure services,3665
INV23128,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",SERCO,200000.0,2028-07-22,Open spaces management - region 2,3677
INV23129,['ContractNumber'],['InvoiceAmount'],Nationwide Towing Services,100000.0,2027-01-07,Vehicle tow away and impound services,3585
INV23130,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Programmed Facility Management Pty Ltd,45165.43,2026-12-06,Building maintenance services,3630
INV23131,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,200000.0,2029-06-21,Management of Active Melbourne recreation facilities,3615
INV23132,['ContractNumber'],"['Provider', 'InvoiceAmount']",Reino International Pty Ltd T/A Duncan Solutions,198545.97,2028-03-21,Parking technology services,3623
INV23133,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,166485.01,2025-07-19,Tree management maintenance services,3678
INV23134,['ContractNumber'],['Provider'],Programmed Facility Management Pty Ltd,58160.88,2025-10-30,Building maintenance services,3630
INV23135,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Cleanaway Waste Management Limited,98075.19,2029-06-29,Waste management services,3556
INV23136,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",National Protective Services Pty Ltd,129538.08,2028-07-09,Integrated security services,3686
INV23137,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Showtime Event Group Pty Ltd,64673.6,2029-06-07,Melbourne Town Hall venue management,3670
INV23138,['ContractNumber'],"['Provider', 'InvoiceAmount']",Citywide Service Solutions Pty Ltd,79891.36,2029-09-07,Tree management maintenance services,3678
INV23139,['ContractNumber'],"['Provider', 'InvoiceAmount']",Spotless Facility Services Pty Ltd,100000.0,2025-01-20,Street cleaning,3669
INV23140,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate', 'ContractTitle']",Citywide Service Solutions Pty Ltd,146754.71,2028-11-30,Tree management maintenance services,3678
INV23141,['ContractNumber'],['InvoiceDate'],Menzies International (Aust) Pty Ltd,54665.07,2028-07-13,Building cleaning services,3634
INV23142,['ContractNumber'],"['Provider', 'ContractTitle']",Citywide Service Solutions Pty Ltd,26763.71,2028-08-05,Civil infrastructure services,3665
INV23143,['ContractNumber'],['Provider'],Citywide Service Solutions Pty Ltd,213553.53,2026-07-08,Civil infrastructure services,3665
INV23144,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",SERCO,115022.64,2027-08-15,Open spaces management - region 2,3677
INV23145,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Spotless Facility Services Pty Ltd,200000.0,2026-01-27,Street cleaning,3669
INV23146,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Programmed Facility Management Pty Ltd,224312.05,2027-04-30,Building maintenance services,3630
INV23147,['ContractNumber'],"['Provider', 'InvoiceDate']",National Protective Services Pty Ltd,80232.39,2026-12-21,Integrated security services,3686
INV23148,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Programmed Facility Management Pty Ltd,100000.0,2029-03-27,Building maintenance services,3630
INV23149,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Programmed Facility Management Pty Ltd,101565.04,2028-05-06,Building maintenance services,3630
INV23150,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,60963.43,2028-02-09,Open spaces management - region 1,3676
INV23151,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Cleanaway Waste Management Limited,100000.0,2027-11-02,Waste management services,3556
INV23152,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,109747.85,2025-08-03,Parking technology services,3623
INV23153,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,152947.88,2025-12-22,Management of Active Melbourne recreation facilities,3615
INV23154,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Programmed Facility Management Pty Ltd,9132.75,2026-11-06,Building maintenance services,3630
INV23155,['ContractNumber'],"['Provider', 'InvoiceDate', 'ContractTitle']",Calcorp Services Pty Ltd,143990.95,2026-05-25,Graffiti management and pressure cleaning services,3668
INV23156,['ContractNumber'],"['Provider', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,247651.15,2029-10-24,Management of Active Melbourne recreation facilities,3615
INV23157,['ContractNumber'],"['Provider', 'InvoiceDate', 'ContractTitle']",Nationwide Towing Services,35708.04,2026-06-08,Vehicle tow away and impound services,3585
INV23158,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,34617.03,2025-08-19,Parking technology services,3623
INV23159,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Calcorp Services Pty Ltd,161049.25,2029-01-04,Graffiti management and pressure cleaning services,3668
INV23160,['ContractNumber'],"['Provider', 'InvoiceDate']",Calcorp Services Pty Ltd,106242.21,2028-02-06,Graffiti management and pressure cleaning services,3668
INV23161,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",National Protective Services Pty Ltd,10670.22,2027-01-06,Integrated security services,3686
INV23162,['ContractNumber'],['InvoiceAmount'],Programmed Facility Management Pty Ltd,137600.68,2026-08-25,Building maintenance services,3630
INV23163,['ContractNumber'],"['Provider', 'InvoiceAmount']",Citywide Service Solutions Pty Ltd,165868.74,2027-12-13,Open spaces management - region 1,3676
INV23164,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Cleanaway Waste Management Limited,143090.22,2026-09-26,Waste management services,3556
INV23165,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Showtime Event Group Pty Ltd,100000.0,2027-11-22,Melbourne Town Hall venue management,3670
INV23166,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,221913.68,2028-12-12,Civil infrastructure services,3665
INV23167,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,48402.05,2028-02-12,Parking technology services,3623
INV23168,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Showtime Event Group Pty Ltd,202366.4,2028-06-20,Melbourne Town Hall venue management,3670
INV23169,['ContractNumber'],"['Provider', 'InvoiceDate']",Cleanaway Waste Management Limited,220013.8,2025-10-27,Waste management services,3556
INV23170,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",SERCO,200000.0,2028-11-16,Open spaces management - region 2,3677
INV23171,['ContractNumber'],['InvoiceAmount'],Calcorp Services Pty Ltd,0.0,2029-04-21,Graffiti management and pressure cleaning services,3668
INV23172,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,200000.0,2027-05-31,Tree management maintenance services,3678
INV23173,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,133932.89,2029-01-02,Management of Active Melbourne recreation facilities,3615
INV23174,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Nationwide Towing Services,178584.54,2027-10-24,Vehicle tow away and impound services,3585
INV23175,['ContractNumber'],['InvoiceAmount'],SERCO,108659.13,2027-11-25,Open spaces management - region 2,3677
INV23176,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Programmed Facility Management Pty Ltd,200000.0,2027-12-07,Building maintenance services,3630
INV23177,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Spotless Facility Services Pty Ltd,215254.77,2029-08-08,Street cleaning,3669
INV23178,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,164127.68,2025-03-15,Civil infrastructure services,3665
INV23179,['ContractNumber'],"['Provider', 'InvoiceAmount']",Programmed Facility Management Pty Ltd,0.0,2028-08-29,Building maintenance services,3630
INV23180,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,122657.73,2027-08-10,Civil infrastructure services,3665
INV23181,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,0.0,2029-07-24,Tree management maintenance services, 
INV23182,['ContractNumber'],['InvoiceAmount'],SERCO,200000.0,2025-06-28,Open spaces management - region 2,3677
INV23183,['ContractNumber'],"['Provider', 'InvoiceDate']",Spotless Facility Services Pty Ltd,244128.85,2025-06-12,Street cleaning,3669
INV23184,['ContractNumber'],['InvoiceDate'],Calcorp Services Pty Ltd,84141.3,2028-12-29,Graffiti management and pressure cleaning services,3668
INV23185,['ContractNumber'],"['Provider', 'InvoiceDate']",Spotless Facility Services Pty Ltd,54832.43,2026-07-27,Street cleaning,3669
INV23186,['ContractNumber'],"['Provider', 'InvoiceAmount']",Citywide Service Solutions Pty Ltd,121099.35,2026-01-01,Civil infrastructure services,3665
INV23187,['ContractNumber'],"['Provider', 'InvoiceDate']",Nationwide Towing Services,204139.7,2028-12-29,Vehicle tow away and impound services,3585
INV23188,['ContractNumber'],['InvoiceDate'],Victorian YMCA Community Programming Pty Ltd,223992.72,2026-06-11,Management of Active Melbourne recreation facilities,3615
INV23189,['ContractNumber'],['InvoiceDate'],Programmed Facility Management Pty Ltd,36757.51,2025-08-22,Building maintenance services, 
INV23190,['ContractNumber'],"['Provider', 'InvoiceDate']",Calcorp Services Pty Ltd,204686.93,2029-06-05,Graffiti management and pressure cleaning services,3668
INV23191,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,22420.12,2028-06-25,Tree management maintenance services,3678
INV23192,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,1957.14,2025-09-11,Civil infrastructure services, 
